COD_PRODUTO;PRODUTO;GRUPO;SUBGRUPO; ULTIMO_CUSTO ;REFERENCIA;MARCA;COD_BARRAS;NCM;DESCRICAO_RESUMIDA;CEST;COD_BARRAS_NF
123249;PEQUENO MANUAL ANTIRRACISTA - CIA DAS LETRAS;LIVROS;NÃO FICÇÃO; R$ 35,94 ;9,78854E+12;CIA DAS LETRAS;9788535932874;49019900;PEQUENO MANUAL ANTIRRACISTA - CIA DAS LETRAS;;9788535932874
123250;QUE SEMANA - COMPANHIA DAS LETRAS;LIVROS;DIVERSOS; R$ 21,95 ;9,78857E+12;CIA DAS LETRAS;9788574068466;49019900;LIV. QUE SEMANA;;9788574068466
123261;SOUSPLAT C- BASE DE MADEIRA BRANCO - JACQUARD - NSW;UTILIDADES DOMÉSTICAS;DIVERSOS; R$ 3,04 ;CSW7030;NSW;7898243601909;44199000;SOUSPLAT C- BASE DE MADEIRA BR;;7898243601909
123253;OS SETE MARIDOS DE EVELYN HUGO - PARALELA;LIVROS;FICÇÃO; R$ 38,45 ;9,78858E+12;PARALELA;9788584391509;49019900;OS SETE MARIDOS DE EVELYN HUGO - PARALELA;;9788584391509
123255;VERMELHO, BRANCO E SANGUE AZUL - SEGUINTE;LIVROS;INFANTO-JUVENIL; R$ 44,94 ;9,78856E+12;SEGUINTE;9788555340949;49019900;VERMELHO, BRANCO E SANGUE AZUL - SEGUINTE;;9788555340949
123265;PASTA ABA ELASTICO BUBBLE AMARELO - DAC;MATERIAIS;PASTAS; R$ 2,46 ;901PP-AM;DAC;7897237350977;42021210;PASTA POLIPR.OF.BUBBLE PCT10 B;1900500;7897237350984
123267;JOGO DA MEMORIA 24 PÇS UNICORNIO - PLIC BRINQ;BRINQUEDOS;JOGOS; R$ 7,44 ;4123;PLIC BRINQ;7908114401092;95030099;JOGO DA MEMORIA 24 PÇS UNICORNIO - PLIC BRINQ;;7908114401092
123270;QUEBRA-CABECA 24 PECAS EM MDF CONTO DE FADAS - PLIC BRINQ;BRINQUEDOS;QUEBRA-CABECA; R$ 5,30 ;4148;PLIC BRINQ;7908114401306;95030099;QUEBRA-CABECA 24 PECAS EM MDF;;7908114401306
123273;JOGO DA MEMORIA 24 PÇS EM MDF - URIARTE;BRINQUEDOS;JOGOS; R$ 7,44 ;3581;URIARTE;7908114400354;95030099;JOGO DA MEMORIA 24 PÇS EM MDF - URIARTE;;7908114400354
123274;XADREZ - URIARTE;BRINQUEDOS;JOGOS; R$ 8,41 ;3818;URIARTE;7908114400927;95030099;XADREZ - URIARTE;;7908114400927
123276;TRILHA - PLIC BRINQ;BRINQUEDOS;JOGOS; R$ 7,90 ;3113;PLIC BRINQ;7908114400910;95030099;JOGO PLIC BRINQ MDF 19PCS TRILHA ED LUXO;;7908114400910
123278;MY LITTLE COLLECTION COZINHA DIVERTIDA - DIVER TOYS;BRINQUEDOS;BONECAS(OS); R$ 25,11 ;8055;DIVERTOYS;7898639380555;95030099;BONECA DIVER TOYS MY LITTLE COLLECTION COZINHA DIVERTIDA;;7898639380555
123281;CAPA DE ALMOFADA SAUIPE 0,45X0,45 SORTIDO - ANATEX;CAMA MESA E BANHO;DIVERSOS; R$ 4,25 ;23238;ANATEX;7898422664565;63049900;CP DE ALMOFADA SAUIPE 0,45X0,4;;7898422664565
123282;SACOLA PAPEL PP (CINZA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,54 ;51.056.700.001;NOBELPACK;123282;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;-746859748511
123284;SACOLA PAPEL P (CINZA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,69 ;51056700003;NOBELPACK;123284;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;
123285;SACOLA PAPEL M (CINZA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,99 ;51056700005;NOBELPACK;123285;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;
123286;SACOLA PAPEL PP (VERMELHA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,54 ;51056700002;NOBELPACK;123286;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;
123287;SACOLA PAPEL P (VERMELHA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,69 ;51056700004;NOBELPACK;123287;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;
123288;SACOLA PAPEL M (VERMELHA) - NOBELPACK;MATERIAIS;DIVERSOS; R$ 0,99 ;51056700006;NOBELPACK;123288;48194000;CLIP - SACOLA PAPEL PP (CINZA ;;
123289;ENFEITE PASSARO CROMADO 15.5X3CM - WORLD CLASSIC;BAZAR;DIVERSOS; R$ 3,98 ;23467;WORLD CLASSIC;7898681260263;69139000;ENF.PASSARO CROMADO15.5X3CM WC;;7898681260263
123292;TOALHA NATALINA PAPAI NOEL TOALHA ROSTO BRANCA 45 X 68 CM - APPEL;CAMA MESA E BANHO;DIVERSOS; R$ 8,49 ;23326;APPEL;7897866368985;63026000;D NATALINA PAPAI NOEL TOALHA R;;7897866368985
123293;TOALHA NATALINA PINHEIRO TOALHA ROSTO VERMELHA 45 X 68CM - APPEL;NATAL;DIVERSOS; R$ 8,49 ;23334;APPEL;7897866368992;63026000;D NATALINA PINHEIRO TOALHA ROS;;7897866369845
123313;UMA MULHER NA ESCURIDAO - FARO EDITORIAL;LIVROS;FICÇÃO; R$ 37,64 ;9,7886E+12;FARO EDITORIAL;9788595810723;49019900;UMA MULHER NA ESCURIDAO - FARO EDITORIAL;;9788595810723
123320;BANDEJA REDONDA EM CIMENTO - MART;BAZAR;DIVERSOS; R$ 11,83 ;8577;MART;7899525685778;68109900;BANDEJA REDONDA EM CIMENTO REF;;7899525685778
123321;VASO BRANCO E COBRE EM CIMENTO - MART;BAZAR;DIVERSOS; R$ 5,25 ;7694;MART;7899525676943;68109900;VASO BRANCO E COBRE EM CIMENTO;;7899525676943
123323;VASO PRETO E COBRE EM CIMENTO - MART;BAZAR;DIVERSOS; R$ 5,25 ;7697;MART;7899525676974;68109900;VASO PRETO E COBRE EM CIMENTO ;;7899525676974
123324;VASO AZUL E COBRE EM CIMENTO - MART;BAZAR;DIVERSOS; R$ 5,25 ;7706;MART;7899525677063;68109900;VASO AZUL E COBRE EM CIMENTO R;;7899525677063
123327;MINI DUREX COM 12 - DECO;MATERIAIS;FITAS ADESIVAS; R$ 0,75 ;BM361172;DECO;7898667544899;39191010;MINI DUREX COM 12 BM361172 REF;;7898667544899
123328;FITA DUREX C 10 PECAS 1.5CMX5M - BM 36;MATERIAIS;FITAS ADESIVAS; R$ 4,05 ;BM361173;BM 36;7898667544905;39191010;FITA DUREX C 10 PECAS 1.5CMX5M;;7898667544905
123350;MAKERS 4 ENGLISH ON THE MOVE STD BK - RICHMOND;LIVROS;DIVERSOS; R$ 148,50 ;9,78852E+12;RICHMOND;9788516111885;49019900;#MAKERS 4 ENGLISH ON THE MOVE;;9788516111885
123364;CANETA ESF 0.7mm FEEL-IT RETRATIL PRETA - PENTEL;MATERIAIS;CANETAS; R$ 1,05 ;BX417-A;PENTEL;884851028112;96081000;CANETA ESF 0.7mm FEEL-IT RETRATIL PRETA - PENTEL;1902700;884851028976
123367;CANETA ENERGEL WAVE RETRATIL VERDE 0.7 - PENTEL;MATERIAIS;CANETAS; R$ 3,31 ;BL437-K;PENTEL;884851033260;96081000;CANETA ENERGEL WAVE RETR 0,7MM;1902700;8848510332608
123368;CANETA ENERGEL WAVE RETRATIL AZUL CELESTE - PENTEL;MATERIAIS;CANETAS; R$ 4,31 ;BL437-S;PENTEL;884851033284;96081000;CANETA ENERGEL WAVE RETR 0,7MM;1902700;8848510332844
123369;CANETA ENERGEL WAVE RETRATIL PINK 0.7 - PENTEL;MATERIAIS;CANETAS; R$ 3,31 ;BL437-P;PENTEL;884851033277;96081000;CANETA ENERGEL WAVE RETRATIL 0;1902700;8848510332776
123376;CANETA ENERGEL WAVE RETRATIL AZUL 0.7 - PENTEL;MATERIAIS;CANETAS; R$ 3,14 ;BL437-C;PENTEL;884851033215;96081000;CANETA ENERGEL WAVE RETRATIL 0;1902700;8848510332158
123381;CANETA NANKIN POINTLINER 0.05 - PENTEL;MATERIAIS;CANETAS; R$ 6,67 ;S20P-05A;PENTEL;884851041890;96082000;CANETA NANKIN POINTLINER 0,05M;1902700;884851041920
123382;CANETA GEL 0.7mm ENERGEL WAVE RETRATIL PRETA - PENTEL;MATERIAIS;CANETAS; R$ 3,36 ;BL437-A;PENTEL;884851033192;96081000;CANETA GEL 0.7mm ENERGEL WAVE RETRATIL PRETA - PENTEL;1902700;884851033314
123386;CANETA ESF 0.7mm FEEL-IT RETRATIL AZUL - PENTEL;MATERIAIS;CANETAS; R$ 1,17 ;BX417-C;PENTEL;884851028136;96081000;CANETA ESF 0.7mm FEEL-IT RETRATIL AZUL - PENTEL;1902700;884851028990
123387;CANETA GEL 0.5mm ENERGEL X RETRATIL PINK - PENTEL;MATERIAIS;CANETAS; R$ 4,28 ;BLN105-PX;PENTEL;884851037527;96081000;CANETA GEL 0.5mm ENERGEL X RETRATIL PINK - PENTEL;1902700;884851037725
123389;CANETA ENERGEL X RETRATIL VERDE 0.5 - PENTEL;MATERIAIS;CANETAS; R$ 5,21 ;BLN105-DX;PENTEL;884851037480;96081000;CANETA ENERGEL X RETRATIL 0,5M;1902700;8848510374806
123393;CUIAS DE EPOX - PONTO DAS CUIAS;BAZAR;DIVERSOS; R$ 9,00 ;872;PONTO DAS CUIAS;123393;64062000;CUIAS DE EPOX;;
123394;CUIAS PEROLAS - PONTO DAS CUIAS;BAZAR;DIVERSOS; R$ 20,00 ;9876453;PONTO DAS CUIAS;123394;96020090;CUIAS PEROLAS;;
123396;KIT MATEIRA COMPLETO - PONTO DAS CUIAS;BAZAR;DIVERSOS; R$ 67,17 ;73;PONTO DAS CUIAS;123396;96020090;KITS COMPLETOS;;
123397;BOMBAS CLIP - PONTO DAS CUIAS;BAZAR;DIVERSOS; R$ 7,87 ;12;PONTO DAS CUIAS;123397;96020090;BOMBAS CLIP;;
123398;CUIAS NOVAS - PONTO DE CUIAS;BAZAR;DIVERSOS; R$ 9,00 ;7544;PONTO DAS CUIAS;123398;64062000;CUIAS NOVAS;;
123405;CANETA GEL 0.7mm ENERGEL AZUL CELESTE - PENTEL;MATERIAIS;CANETAS; R$ 3,67 ;BL417-SX;PENTEL;884851017680;96081000;CANETA GEL 0.7mm ENERGEL AZUL CELESTE - PENTEL;1902700;884851017697
123410;CANETA GEL 0.5mm ENERGEL X RETRATIL VIOLETA - PENTEL;MATERIAIS;CANETAS; R$ 4,28 ;BLN105-VX;PENTEL;884851037558;96081000;CANETA GEL 0.5mm ENERGEL X RETRATIL VIOLETA - PENTEL;1902700;884851037756
123427;GIBI TURMA DA MONICA DIVERSOIS - PANINI;LIVROS;DIVERSOS; R$ 5,92 ;;PANINI;7897653536122;49029000;GIBI 2,95;;
123428;GIBI VÁRIOS;LIVROS;DIVERSOS; R$ 9,05 ;;;9788538058403;49029000;GIBI VÁRIOS;;
123444;PICOLÉ - COQUETEL;LIVROS;PARADIDATICOS; R$ 9,35 ;;COQUETEL;9788500519307;49029000;PICOLE O PEQUENO PRINCIPE 288;;
123445;GAUDI INACABADO - EDITORIAL EDINUMEM;LIVROS;DIVERSOS; R$ 40,99 ;322029;EDITORIAL EDINUMEM;9788498482294;49019900;9788498482294  -  GAUDI INACAB;;9788498482294
123446;LOS FANTASMAS DEL PALACIO DE LINARES - EDITORIAL EDINUMEM;LIVROS;DIVERSOS; R$ 39,69 ;369052;EDITORIAL EDINUMEM;9788498482317;49019900;LOS FANTASMAS DEL PALACIO DE LINARES;;9788498482317
123450;ESTOJO, COM SUPERFICIE EXTERIOR DE MATERIAL TEXTIL - KIPLING;MATERIAIS;ESTOJOS; R$ 131,86 ;0137325Y;KIPLING;5400879085194;42029200;FREEDOM-ESTOJO, COM SUPERFICIE;1900500;5400879060498
123453;ESTOJO FREEDOM ROCKING MONKEY PRINT 0137345Y - KIPLING;MATERIAIS;ESTOJOS; R$ 131,86 ;0137345Y;KIPLING;5400879085262;42029200;FREEDOM-ESTOJO, COM SUPERFICIE;1900500;5400879060566
123496;TAPETE EVA NÚMEROS RBBC001 - PLIC BRINQ;BRINQUEDOS;QUEBRA-CABECA; R$ 20,97 ;RBBC001;PLIC BRINQ;4897098072912;95030099;TAPETE EVA PLIC BRINQ LOVING BABY NUMEROS;;4897098072912
123497;REFIL DE DARDOS RBMJ001 - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 7,17 ;RBMJ001;PLIC BRINQ;4897098073032;95030099;REFIL DE DARDOS PLIC BRINQ BATTLE DARTS 24PCS;;4897098073032
123461;ESTOJO GITROY COM SUPERFICIE EXTERIOR DE MATERIAL TEXTIL - KIPLING;MATERIAIS;ESTOJOS; R$ 184,87 ;1356426I;KIPLING;5400879096503;42029200;GITROY-ESTOJO, COM SUPERFICIE;1900500;5400879096503
123465;ESTOJO GITROY COM SUPERFICIE EXTERIOR DE MATERIAL TEXTIL - KIPLING;MATERIAIS;ESTOJOS; R$ 184,87 ;1356445Y;KIPLING;5400879086252;42029200;GITROY-ESTOJO, COM SUPERFICIE;1900500;5400879061938
123482;NINGUEM E DE NINGUEM - VIDA E CONSCIÊNCIA;LIVROS;ESPIRITISMO; R$ 39,54 ;9,78858E+12;VIDA E CONSCIÊNCIA;9788577224722;49019900;NINGUEM E DE NINGUEM - VIDA E CONSCIÊNCIA;;9788577224722
123501;CAIXA REGISTRADORA PEQUENA RBFA001 - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 27,75 ;RBFA001;PLIC BRINQ;4897098073162;95030099;CAIXA REGISTRADORA PLIC BRINQ PEQUENA RBFA001;;4897098073162
123486;DINOSSAURO C/SOM E LUZ RBMA004 - PLIC BRNQ;BRINQUEDOS;DIVERSOS; R$ 26,48 ;RBMA004;PLIC BRINQ;4897098072950;95030039;DINOSSAURO C/SOM E LUZ RBMA004;;4897098072950
123487;PISTA FLUORESCENTE RC112 - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 28,43 ;RBMC001;PLIC BRINQ;4897098073117;95030099;PISTA FLUORESCENTE RBMC001;;4897098073117
123489;BICHINHOS DE EMPILHAR -PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 15,25 ;RBBF002;PLIC BRINQ;4897098072820;95030099;BICHINHOS DE EMPILHAR RBBF002;;4897098072820
123490;TORRE DE EMPILHAR - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 17,44 ;RBBF003;PLIC BRINQ;4897098072844;95030099;TORRE DE EMPILHAR PLIC BRINQ RBBF003;;4897098072844
123491;PISTA SUPER LOOPING - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 23,20 ;RBMC003;PLIC BRINQ;4897098073131;95030099;SUPER  PISTA PLIC BRINQ LOOPING RBMC003;;4897098073131
123504;CONJUNTO COZINHA SORTIDO RBFC003 - PLIQ BRINQ;BRINQUEDOS;DIVERSOS; R$ 18,12 ;RBFC003;PLIC BRINQ;4897098073223;95030080;CONJUNTO SORTIDO COZINHA PLIC BRINQ RBFC003;;4897098073223
123492;GUITARRA PIANO MUSICAL - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 28,78 ;RBBE006;PLIC BRINQ;4897098072905;95030091;GUITARRA PIANO MUSICAL - PLIC BRINQ;;
123494;CHOCALHO - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 6,77 ;RBBH002;PLIC BRINQ;4897098072776;95030099;CHOCALHO PLIC BRINQ RBBH002;;4897098072776
123509;PISTA ATAQUE TUBARÃO RACING CAR RC113 - PLIC BRINQ ;BRINQUEDOS;CARRINHOS; R$ 22,08 ;RBMC002;PLIC BRINQ;4897098073124;95030099;PISTA ATAQUE TUBARÃO RACING CAR RC113 - PLIC BRINQ ;;4897098073124
123506;SOLDADINHOS COMBATE HERO FORCE - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 4,43 ;RBML001;PLIC BRINQ;4897098072974;95030022;CONJUNTO BONECOS MILITAR PLIC BRINQ RBML001;;4897098072974
123508;COZINHA SWEETIES - PLIC BRINQ ;BRINQUEDOS;DIVERSOS; R$ 29,62 ;RBFC004;PLIC BRINQ;4897098073230;95030099;COZINHA PLIC BRINQ RBFC004;;4897098073230
123511;SUPERDINOS TREX DINOSSAURO COM MOVIMENTO - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 25,64 ;RBMA003;PLIC BRINQ;4897098072943;95030039;SUPERDINOS TREX DINOSSAURO COM MOVIMENTO - PLIC BRINQ;;4897098072943
123514;ROBO TRANSFORMAVEL C/2 MEGABOTS - PLIC BRINQ ;BRINQUEDOS;DIVERSOS; R$ 28,77 ;RBMH003;PLIC BRINQ;4897098073025;95030039;ROBO PLIC BRINQ TRANSFORMADOR MEGABOTS GD C/2 RBMH003;;4897098073025
123567;COMO FAZER AMIGOS E INFLUENCIAR PESSOAS - SEXTANTE - GMT;LIVROS;NÃO FICÇÃO; R$ 38,94 ;9,78854E+12;SEXTANTE - GMT;9788543108681;49019900;COMO FAZER AMIGOS E INFLUENCIAR PESSOAS - SEXTANTE - GMT;;9788543108681
123515;CONJUNTO MILITAR VEICULO+SOLDADO HERO FORCE - PLIC BLINQ;BRINQUEDOS;DIVERSOS; R$ 17,06 ;RBML002;PLIC BRINQ;4897098072981;95030099;CONJ MILITAR RBML002;;4897098072981
123516;CONJUNTO MILITAR VEICULO + SOLDADO HERO FORCE - PLIC BRINQ;BRINQUEDOS;DIVERSOS; R$ 30,44 ;RBML003;PLIC BRINQ;4897098072998;95030099;MILITAR NEW STYLE RBML003;;4897098072998
123529;CADERNO UNIV|ESP|CD|80FLS CAPRICHO - TILIBRA;MATERIAIS;CADERNOS; R$ 11,79 ;308455;TILIBRA;7891027308452;48202000;CADERNO UNIV|ESP|CD|80FLS CAPRICHO - TILIBRA;1902100;7891027308452
123573;RAPUNZEL - CIRANDA CULTURAL;LIVROS;DIVERSOS; R$ 3,50 ;9,78854E+12;CIRANDA CULTURAL;9788538024446;49030000;RAPUNZEL;;9788538024446
123539;PINCEL Nº 06 CHATO RETO 267-06 PONEI - TIGRE;MATERIAIS;PINCEIS; R$ 1,65 ;60267006;TIGRE;7891395030412;96033000;PINCEL Nº 06 CHATO RETO 267-06 PONEI - TIGRE;;17891395030419
123576;ATLAS - CORPO HUMANO - CIRANDA CULTURAL;LIVROS;DIVERSOS; R$ 3,87 ;9,78854E+12;CIRANDA CULTURAL;9788538071600;49019900;ATLAS - CORPO HUMANO;;9788538071600
123585;MOUSE COLORS BLACK USB - MAX PRINT;MATERIAIS;DIVERSOS; R$ 5,54 ;6013872;MAX PRINT;7897975088194;84716053;MOUSE COLORS BLACK USB MAX 1 P;2103100;7897975088194
123586;CABO TIPO C/USB - MAX PRINT;MATERIAIS;DIVERSOS; R$ 16,68 ;6013102;MAX PRINT;7897975080488;85444200;CABO TIPO C/USB - MAX PRINT;1200700;7897975080488
123593;FANTOCHE DE MAO CAVALO - CIABRINK;BRINQUEDOS;DIVERSOS; R$ 19,59 ;P0040;CIABRINK;7898080020406;63079010;FANTOCHE DE MAO CAVALO - CIABRINK;;7898558068640
123594;FANTOCHE DE MAO GATO - CIABRINK;BRINQUEDOS;DIVERSOS; R$ 20,86 ;P0038;CIABRINK;7898558068695;95030099;FANTOCHE DE MAO GATO - CIABRINK;2806400;7898558068695
123605;CADERNO UNIV|ESP|CD|96FLS PET HOLIC - JANDAIA;MATERIAIS;CADERNOS; R$ 8,38 ;66712-20;JANDAIA;7894494667121;48202000;CADERNO UNIV|ESP|CD|96FLS PET HOLIC - JANDAIA;1902100;7894494167126
123609;SOUSPLAT PATINADO DE PLASTICO MOON BRANCO 25CM - LYOR;UTILIDADES DOMÉSTICAS;DIVERSOS; R$ 5,23 ;7638;LYOR;7899768076388;39241000;SOUSPLAT PATINADO DE PLASTICO;1400600;7899768076388
123612;CADERNO UNIV|ESP|CD|80FLS FLOW LINE- JANDAIA;MATERIAIS;CADERNOS; R$ 3,75 ;66583-77;JANDAIA;7894494665837;48202000;CADERNO UNIV|ESP|CD|80FLS FLOW LINE- JANDAIA;1902100;7894494165832
123619;PAPEL JANDAINHA SORTIDO 120G A4 C/50 - JANDAIA;MATERIAIS;CADERNOS; R$ 4,12 ;67075-77;JANDAIA;7894494670756;48025610;JANDAINHA SORTIDO 120G A4 CX C;1903100;17894494670753
123620;ENGLISH ADVANCED 1: STUDENTS BOOK - CAMBRIDGE;LIVROS;DIVERSOS; R$ 205,80 ;;CAMBRIDGE;9781107689589;49019900;ENGLISH ADVANCED 1: STUDENTS;;
123621;CADERNO UNIV|ESP|CD|96FLS LIGA DA JUSTICA - JANDAIA;MATERIAIS;CADERNOS; R$ 9,95 ;66687-20;JANDAIA;7894494666872;48202000;CADERNO UNIV|ESP|CD|96FLS LIGA DA JUSTICA - JANDAIA;1902100;7894494166877
123626;MOCHILA UNICORNIO C/CARRINHO - CLIO;MATERIAIS;MOCHILAS E MOCHILETES; R$ 45,93 ;UN2245K;CLIO;7899753541181;42029200;MOCHILA UNICORNIO C/CARRINHO U;1900500;7899753541181
123679;TELARIS HISTORIA 8º ANO - ATICA;LIVROS;DIVERSOS; R$ 178,00 ;9,78851E+12;ÁTICA;9788508193509;49019900;TELARIS HISTORIA 8. 3 EDICAO;;9788508193509
123680;TELARIS HISTORIA 9º ANO - ATICA;LIVROS;DIVERSOS; R$ 178,00 ;9,78851E+12;ÁTICA;9788508193523;49019900;TELARIS HISTORIA 9. 3 EDICAO;;9788508193523
123673;TELARIS CIENCIAS 9º ANO - ATICA;LIVROS;DIVERSOS; R$ 173,66 ;9,78851E+12;ÁTICA;9788508193486;49011000;TELARIS CIENCIAS 9. 3 EDICAO;;9788508193486
123667;TELARIS HISTORIA 7 - ATICA;LIVROS;DIVERSOS; R$ 89,00 ;9,78851E+12;ATHENEU;9788508193288;49019900;TELARIS HISTORIA 7 - ATICA;;9788508193288
123675;TELARIS GEOGRAFIA 7º ANO - ATICA;LIVROS;DIVERSOS; R$ 203,74 ;9,78851E+12;ÁTICA;9788508193080;49011000;TELARIS GEOGRAFIA 7º ANO (6483;;9788508193080
123676;TELARIS GEOGRAFIA 8º ANO - ATICA;LIVROS;DIVERSOS; R$ 142,13 ;9,78851E+12;ÁTICA;9788508193103;49011000;TELARIS GEOGRAFIA 8º ANO (6483;;9788508193103
123677;TELARIS GEOGRAFIA 9º ANO - ATICA;LIVROS;DIVERSOS; R$ 155,63 ;9,78851E+12;ÁTICA;9788508193127;49011000;TELARIS GEOGRAFIA 9º ANO (6483;;9788508193127
123671;TELARIS CIENCIAS 7º ANO - ATICA;LIVROS;DIVERSOS; R$ 179,50 ;9,78851E+12;ÁTICA;9788508193240;49019900;TELARIS CIENCIAS 7. 3 EDICAO;;9788508193240
123672;TELARIS CIENCIAS 8º ANO - ATICA;LIVROS;DIVERSOS; R$ 179,50 ;9,78851E+12;ÁTICA;9788508193462;49019900;TELARIS CIENCIAS 8. 3 EDICAO;;9788508193462
123685;LIGAMUNDO HISTORIA 5 - SARAIVA;LIVROS;DIVERSOS; R$ 140,50 ;9,78855E+12;SARAIVA;9788547234492;49019900;LIGAMUNDO HISTORIA 5 (628128);;9788547234492
123707;ESTOJO NYLON TRIPLO - DATERRA;MATERIAIS;ESTOJOS; R$ 3,75 ;810882;DATERRA;7898496810882;42029200;ESTOJO NYLON TRIPLO;;7898496810882
123708;ESTOJO ESCOLAR LONA TRIPLO - DATERRA;MATERIAIS;ESTOJOS; R$ 2,88 ;813715;DATERRA;7898496813715;42029200;ESTOJO ESCOLAR LONA TRIPLO - DATERRA;;7898496813715
123711;ESTOJO CASE MASCULINO - DATERRA;MATERIAIS;ESTOJOS; R$ 4,60 ;813739;DATERRA;7898496813739;42029200;ESTOJO CASE MASCULINO;;7898496813739
123713;ESTOJO DUPLO COM VELCRO - DATERRA;MATERIAIS;ESTOJOS; R$ 1,76 ;816174;DATERRA;7898496816174;42023200;ESTOJO DUPLO COM VELCRO;;7898496816174
123715;ESTOJO ESCOLAR CASE FEMININO DUPLO - DATERRA;MATERIAIS;ESTOJOS; R$ 5,09 ;816068;DATERRA;7898496816068;42029200;ESTOJO ESCOLAR CASE FEMININO DUPLO - DATERRA;;7898496816068
123728;MOCHILA, COM SUPERFICIE EXTERIOR DE MATERIAL TEXTIL - JANSPORT;MATERIAIS;MOCHILAS E MOCHILETES; R$ 101,15 ;T50168Y;JANSPORT;192362651980;42029200;SUPERBREAK-MOCHILA, COM SUPERF;1900500;192362651980
128981;PAPEL CONTACT FLORES PRETAS 45CMX 1M - BRW ;MATERIAIS;DIVERSOS; R$ 22,60 ;FA0504;BRW;128981;39199010;PAPEL CONTACT FLORES PRETAS 45CMX 1M - BRW ;1000800;7898675507343
128982;PAPEL CONTACT FLORES AZUIS 45CM 1 M - BRW;MATERIAIS;DIVERSOS; R$ 22,60 ;FA0503;BRW;128982;39199010;PAPEL CONTACT FLORES AZUIS 45CM 1 M - BRW;1000800;7898675507336
128983;PAPEL CONTACT FLORES ROSAS 45CMX 1M - BRW;MATERIAIS;DIVERSOS; R$ -   ;FA0502;BRW;128983;39199010;PAPEL CONTACT FLORES ROSAS 45CMX 1M - BRW;1000800;7898675507329
123746;BLOCO DE PEDIDO 103x142mm/50FLS AZUL - ANIMATIVA;MATERIAIS;BLOCOS; R$ 0,77 ;1006846;ANIMATIVA;7891321100684;48201000;BLOCO DE PEDIDO 103x142mm/50FLS AZUL - ANIMATIVA;1902000;17891321100681
123748;CADERNO UNIV|ESP|CD|96FLS|1M B A RIVERDALE - SD;MATERIAIS;CADERNOS; R$ 10,28 ;3641;SAO DOMINGOS;7891321036419;48202000;CADERNO UNIV|ESP|CD|96FLS|1M B A RIVERDALE - SD;1902100;7891321036419
123749;CADERNO UNIV|ESP|CD|96FLS|1M B A CLEAN - SD;MATERIAIS;CADERNOS; R$ 6,75 ;4384;SAO DOMINGOS;7891321043844;48202000;CADERNO UNIV|ESP|CD|96FLS|1M B A CLEAN - SD;1902100;7891321043844
123850;MARCADOR ARTISTICO BRUSH FINE PT - CIS;MATERIAIS;MARCADORES; R$ 5,60 ;599.400;CIS;7909438015811;96082000;MARCADOR ARTISTICO BRUSH FINE PT - CIS;1902800;7909438016504
123851;MARCADOR ARTISTICO BRUSH FINE EST C/6 - CIS;MATERIAIS;MARCADORES; R$ 29,49 ;599.500;CIS;7909438016511;96082000;MARCADOR ARTISTICO BRUSH FINE EST C/6 - CIS;1902800;7909438016511
123853;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA AMARELA - CIS;MATERIAIS;MARCADORES; R$ 4,33 ;588.600;CIS;7909438017860;96082000;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA AMARELA - CIS;1902800;7909438017976
123854;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA AZUL - CIS;MATERIAIS;MARCADORES; R$ 4,33 ;588.700;CIS;7909438017877;96082000;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA AZUL - CIS;1902800;7909438017983
123855;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA VERDE - CIS;MATERIAIS;MARCADORES; R$ 4,33 ;588.900;CIS;7909438017891;96082000;MARCA TEXTO 1-4mm LUMINI EX MARCA E APAGA VERDE - CIS;1902800;7909438018003
123761;PASTA CATALOGO C/10 PLASTICOS 4 COLCHETES ROSA - ACP;MATERIAIS;PASTAS; R$ 5,68 ;1037.RS;ACP;7897027214809;42021210;PASTA CAT.C/10 ENV.0,12.ROSA;1900500;7897027214809
